type,latitude,longitude,alt,name,color
T,-32.631552,-69.018753,1598.4,,black
T,-32.631585,-69.018491,1597,,black
T,-32.631583,-69.018226,1595.6,,black
T,-32.631587,-69.018045,1594.3,,black
T,-32.631589,-69.01786,1592.8,,black
T,-32.631596,-69.017673,1591.2,,black
T,-32.631611,-69.017579,1590.1,,black
T,-32.631626,-69.017487,1589.5,,black
T,-32.631651,-69.017402,1588.7,,black
T,-32.631684,-69.017243,1587.3000000000002,,black
T,-32.631745,-69.017077,1585.8000000000002,,black
T,-32.631772,-69.016703,1585.4,,black
T,-32.631804,-69.016266,1584.4,,black
T,-32.63187,-69.016097,1582.6,,black
T,-32.631891,-69.01592,1581.1,,black
T,-32.631914,-69.015737,1579.7,,black
T,-32.631933,-69.015452,1578.5,,black
T,-32.631945,-69.015257,1577.3,,black
T,-32.631935,-69.015064,1576.1,,black
T,-32.63192,-69.014863,1574.8000000000002,,black
T,-32.631907,-69.014764,1573.5,,black
T,-32.631899,-69.014566,1571.9,,black
T,-32.631866,-69.014385,1570.3,,black
T,-32.6318,-69.014301,1569.3,,black
T,-32.631777,-69.014216,1568.7,,black
T,-32.631765,-69.01413,1567.7,,black
T,-32.63176,-69.014044,1566.6,,black
T,-32.631757,-69.013959,1565.7,,black
T,-32.631761,-69.013874,1564.2,,black
T,-32.631776,-69.013703,1562.6,,black
T,-32.631815,-69.013628,1562,,black
T,-32.631823,-69.012925,1562.2,,black
T,-32.63177,-69.01277,1561.8000000000002,,black
T,-32.631732,-69.012696,1560.9,,black
T,-32.6317,-69.012625,1560.3,,black
T,-32.631663,-69.012478,1559.6,,black
T,-32.631584,-69.012316,1558.5,,black
T,-32.631517,-69.012232,1557.3,,black
T,-32.631491,-69.012142,1556.6999999999998,,black
T,-32.631468,-69.01205,1556.1999999999998,,black
T,-32.631453,-69.011956,1555.6,,black
T,-32.631449,-69.011861,1555.3000000000002,,black
T,-32.631452,-69.011674,1554.7,,black
T,-32.631473,-69.011487,1553.4,,black
T,-32.631496,-69.011292,1552,,black
T,-32.631517,-69.010912,1550.8000000000002,,black
T,-32.631578,-69.010729,1549.5,,black
T,-32.631619,-69.010452,1548.1999999999998,,black
T,-32.631695,-69.010358,1546.9,,black
T,-32.631718,-69.010163,1545.7,,black
T,-32.631768,-69.009873,1544.8000000000002,,black
T,-32.631852,-69.009605,1543.4,,black
T,-32.631963,-69.009346,1541.5,,black
T,-32.632089,-69.009258,1540,,black
T,-32.632131,-69.008986,1538.5,,black
T,-32.63223,-69.008795,1537,,black
T,-32.632287,-69.008694,1535.9,,black
T,-32.632318,-69.008496,1534.4,,black
T,-32.63239,-69.008405,1533.1,,black
T,-32.632434,-69.008064,1532.4,,black
T,-32.632637,-69.007898,1531.4,,black
T,-32.632739,-69.007562,1530.3,,black
T,-32.632907,-69.007395,1529.1,,black
T,-32.632992,-69.007123,1527.9,,black
T,-32.633117,-69.007029,1526.8000000000002,,black
T,-32.633158,-69.006931,1525.5,,black
T,-32.633195,-69.006733,1524,,black
T,-32.633255,-69.006645,1522.7,,black
T,-32.633277,-69.006499,1521.8000000000002,,black
T,-32.633281,-69.006443,1521.2,,black
T,-32.633262,-69.005982,1521.1,,black
T,-32.633066,-69.00581,1520.7,,black
T,-32.633053,-69.005613,1520,,black
T,-32.633091,-69.005412,1519.1999999999998,,black
T,-32.633146,-69.005214,1517.8,,black
T,-32.633205,-69.005114,1516.2,,black
T,-32.633236,-69.00491,1514.6,,black
T,-32.633315,-69.004708,1513.1999999999998,,black
T,-32.633403,-69.004415,1512,,black
T,-32.633533,-69.004222,1510.8000000000002,,black
T,-32.633614,-69.00383,1509.6,,black
T,-32.633737,-69.003642,1508.5,,black
T,-32.633786,-69.003549,1507.4,,black
T,-32.633801,-69.003459,1506.3,,black
T,-32.633814,-69.003268,1505.1,,black
T,-32.633842,-69.002803,1503.8000000000002,,black
T,-32.633888,-69.002627,1502.7,,black
T,-32.633909,-69.002448,1501.6,,black
T,-32.633939,-69.002178,1499.9,,black
T,-32.633995,-69.002,1498.3,,black
T,-32.634022,-69.00182,1497.6999999999998,,black
T,-32.634057,-69.001647,1496.9,,black
T,-32.634095,-69.001476,1495.3000000000002,,black
T,-32.634135,-69.001055,1493.8000000000002,,black
T,-32.634255,-69.000829,1492.5,,black
T,-32.634359,-69.000671,1491.6,,black
T,-32.634381,-69.000516,1491,,black
T,-32.634367,-69.000374,1490.1999999999998,,black
T,-32.634315,-69.000308,1489.6,,black
T,-32.634293,-69.000113,1488.6,,black
T,-32.634211,-68.999898,1487.4,,black
T,-32.634116,-68.999824,1486.8,,black
T,-32.634087,-68.999699,1486.1,,black
T,-32.634026,-68.99965,1485.6,,black
T,-32.633991,-68.999596,1485.4,,black
T,-32.633963,-68.999478,1485,,black
T,-32.633918,-68.999417,1484.6,,black
T,-32.633907,-68.99936,1484.4,,black
T,-32.633894,-68.999107,1485,,black
T,-32.633804,-68.998884,1485.5,,black
T,-32.633796,-68.998783,1485.2,,black
T,-32.633763,-68.998238,1485.6,,black
T,-32.633435,-68.997737,1486.4,,black
T,-32.633181,-68.997182,1486.6,,black
T,-32.632856,-68.996822,1486.4,,black
T,-32.632638,-68.99644,1486.6,,black
T,-32.632371,-68.996426,1486.9,,black
T,-32.632333,-68.996348,1487.3,,black
T,-32.631941,-68.996403,1487.1999999999998,,black
T,-32.631407,-68.996424,1486,,black
T,-32.631287,-68.996457,1484.7,,black
T,-32.631037,-68.99651,1483.4,,black
T,-32.63064,-68.996518,1482.1999999999998,,black
T,-32.630542,-68.996508,1481.1,,black
T,-32.630189,-68.996501,1480.5,,black
T,-32.630164,-68.996478,1479.9,,black
T,-32.630086,-68.996436,1478.9,,black
T,-32.629979,-68.996376,1477.5,,black
T,-32.629855,-68.996139,1476.1,,black
T,-32.629378,-68.996069,1474.9,,black
T,-32.629239,-68.995962,1473.4,,black
T,-32.629027,-68.995898,1472,,black
T,-32.628881,-68.995829,1470.8000000000002,,black
T,-32.628736,-68.99572,1469.7,,black
T,-32.628515,-68.995645,1468.6,,black
T,-32.628371,-68.995533,1467.4,,black
T,-32.628152,-68.99543,1466.1999999999998,,black
T,-32.627928,-68.995335,1465,,black
T,-32.627703,-68.995268,1463.7,,black
T,-32.62755,-68.995234,1462.4,,black
T,-32.627472,-68.99506,1461.1,,black
T,-32.627096,-68.995025,1459.7,,black
T,-32.627021,-68.994949,1458.1,,black
T,-32.626868,-68.99472,1456.9,,black
T,-32.626359,-68.994684,1456.4,,black
T,-32.626299,-68.994578,1455.7,,black
T,-32.626123,-68.994338,1454.7,,black
T,-32.625743,-68.994169,1453.6,,black
T,-32.625505,-68.993842,1453.3,,black
T,-32.625012,-68.993738,1453.9,,black
T,-32.624852,-68.993677,1454.8000000000002,,black
T,-32.624744,-68.993464,1454.8000000000002,,black
T,-32.624191,-68.993276,1453.7,,black
T,-32.62382,-68.992802,1453.3000000000002,,black
T,-32.6234,-68.992346,1452.7,,black
T,-32.623252,-68.992147,1451.4,,black
T,-32.623183,-68.992086,1450.6999999999998,,black
T,-32.623155,-68.991974,1450.3,,black
T,-32.623085,-68.991922,1449.7,,black
T,-32.623044,-68.99146,1448.7,,black
T,-32.62262,-68.991256,1447.4,,black
T,-32.622435,-68.99106,1446.1999999999998,,black
T,-32.622255,-68.990863,1445.1,,black
T,-32.622067,-68.990683,1443.9,,black
T,-32.621895,-68.990439,1442.6,,black
T,-32.621672,-68.990289,1441.5,,black
T,-32.621539,-68.990041,1440.2,,black
T,-32.621321,-68.989875,1438.9,,black
T,-32.621162,-68.989604,1437.6,,black
T,-32.620906,-68.989483,1436.3,,black
T,-32.620786,-68.989102,1435.1,,black
T,-32.620445,-68.988986,1433.6,,black
T,-32.620337,-68.98869,1432.1,,black
T,-32.620053,-68.988525,1430.8000000000002,,black
T,-32.619899,-68.988407,1429.3000000000002,,black
T,-32.61979,-68.988345,1427.8000000000002,,black
T,-32.619734,-68.988093,1426.5,,black
T,-32.619504,-68.987904,1425.1999999999998,,black
T,-32.619316,-68.987681,1423.9,,black
T,-32.619104,-68.987577,1422.5,,black
T,-32.618998,-68.987472,1421.6999999999998,,black
T,-32.618901,-68.987222,1421.1,,black
T,-32.618704,-68.987128,1420,,black
T,-32.618613,-68.986904,1418.9,,black
T,-32.618396,-68.986817,1417.6,,black
T,-32.618323,-68.986734,1415.9,,black
T,-32.618252,-68.986695,1414.5,,black
T,-32.618217,-68.986375,1413.4,,black
T,-32.617923,-68.9863,1412.3,,black
T,-32.617856,-68.98617,1411.1999999999998,,black
T,-32.617733,-68.985965,1411.1999999999998,,black
T,-32.617544,-68.985823,1411.1,,black
T,-32.617398,-68.985683,1409.8000000000002,,black
T,-32.617262,-68.985544,1408.6,,black
T,-32.617126,-68.985405,1407.2,,black
T,-32.616987,-68.985181,1406,,black
T,-32.616792,-68.984976,1405.4,,black
T,-32.616612,-68.9848,1404.6,,black
T,-32.616453,-68.984642,1403.4,,black
T,-32.616305,-68.984537,1402.1,,black
T,-32.616208,-68.984474,1400.7,,black
T,-32.616148,-68.9844,1399.2,,black
T,-32.616077,-68.983967,1398.2,,black
T,-32.615677,-68.98378,1397.7,,black
T,-32.615504,-68.983538,1396.9,,black
T,-32.615283,-68.983279,1395.8000000000002,,black
T,-32.615045,-68.983067,1394.7,,black
T,-32.614842,-68.982928,1393.5,,black
T,-32.614705,-68.982536,1392,,black
T,-32.614359,-68.982357,1390.6,,black
T,-32.614196,-68.982226,1389.5,,black
T,-32.614068,-68.982037,1388.4,,black
T,-32.613875,-68.981805,1387.3,,black
T,-32.613652,-68.981671,1386.1,,black
T,-32.613518,-68.981573,1385.1,,black
T,-32.61342,-68.981418,1384.5,,black
T,-32.613293,-68.981269,1383.7,,black
T,-32.613163,-68.981087,1382.5,,black
T,-32.612985,-68.98062,1381.5,,black
T,-32.612588,-68.980487,1381,,black
T,-32.612468,-68.980215,1380.1,,black
T,-32.612225,-68.980114,1378.9,,black
T,-32.61214,-68.979642,1378.2,,black
T,-32.61173,-68.979446,1377.7,,black
T,-32.611562,-68.979341,1376.7,,black
T,-32.611471,-68.979061,1375.3,,black
T,-32.611234,-68.978946,1373.9,,black
T,-32.611132,-68.978563,1372.5,,black
T,-32.610808,-68.978388,1371.1,,black
T,-32.610663,-68.97805,1369.7,,black
T,-32.610374,-68.977944,1368.3,,black
T,-32.610276,-68.977651,1367,,black
T,-32.610026,-68.977525,1365.7,,black
T,-32.609921,-68.977429,1364.7,,black
T,-32.609836,-68.977376,1364.1,,black
T,-32.609792,-68.977261,1363.3,,black
T,-32.609701,-68.977078,1362.1999999999998,,black
T,-32.609552,-68.97691,1360.8,,black
T,-32.609422,-68.976823,1359.2,,black
T,-32.609347,-68.976656,1357.8000000000002,,black
T,-32.609192,-68.976474,1356.5,,black
T,-32.609037,-68.976374,1355.3,,black
T,-32.608948,-68.976113,1354.1,,black
T,-32.608716,-68.976066,1353.1,,black
T,-32.608674,-68.97602,1352.5,,black
T,-32.608635,-68.975877,1351.6,,black
T,-32.608518,-68.975638,1350.3,,black
T,-32.608314,-68.975544,1349,,black
T,-32.608223,-68.975443,1347.9,,black
T,-32.608131,-68.975126,1346.7,,black
T,-32.607864,-68.974971,1345.4,,black
T,-32.607729,-68.974716,1344.1,,black
T,-32.607504,-68.97455,1342.8000000000002,,black
T,-32.607363,-68.974393,1341.6,,black
T,-32.607219,-68.97428,1340.4,,black
T,-32.607124,-68.974166,1339.1,,black
T,-32.607035,-68.973912,1337.8000000000002,,black
T,-32.606815,-68.973811,1336.6,,black
T,-32.606726,-68.973629,1335.1,,black
T,-32.606567,-68.973533,1333.5,,black
T,-32.606483,-68.973328,1332.1999999999998,,black
T,-32.606307,-68.973219,1330.8,,black
T,-32.60621,-68.973107,1329.4,,black
T,-32.606113,-68.972931,1328.1999999999998,,black
T,-32.605966,-68.972647,1326.9,,black
T,-32.605702,-68.972522,1325.7,,black
T,-32.605593,-68.972398,1324.4,,black
T,-32.605484,-68.972277,1323,,black
T,-32.605376,-68.972153,1322,,black
T,-32.605269,-68.972093,1321.4,,black
T,-32.605217,-68.971915,1320.6,,black
T,-32.605058,-68.97174,1319.5,,black
T,-32.604904,-68.971632,1318.1,,black
T,-32.604814,-68.97153,1316.5,,black
T,-32.604729,-68.971383,1315,,black
T,-32.60459,-68.97133,1314,,black
T,-32.604549,-68.971015,1313.5,,black
T,-32.604286,-68.970853,1312.5,,black
T,-32.604145,-68.970608,1311.1999999999998,,black
T,-32.603933,-68.970501,1310.1,,black
T,-32.603838,-68.970394,1308.9,,black
T,-32.603745,-68.970221,1307.6,,black
T,-32.603592,-68.970098,1306.3,,black
T,-32.603487,-68.969967,1305,,black
T,-32.603376,-68.969833,1303.8000000000002,,black
T,-32.603259,-68.969763,1302.7,,black
T,-32.603201,-68.969478,1301.4,,black
T,-32.602956,-68.96934,1300,,black
T,-32.602824,-68.969197,1298.7,,black
T,-32.602694,-68.968974,1297,,black
T,-32.602507,-68.968849,1295.5,,black
T,-32.602398,-68.968642,1294.4,,black
T,-32.602195,-68.968331,1294.1,,black
T,-32.601962,-68.968264,1294.5,,black
T,-32.601935,-68.968252,1294.6999999999998,,black
T,-32.601925,-68.968145,1295.3,,black
T,-32.601822,-68.967998,1296.3,,black
type,latitude,longitude,alt,name,color
T,-32.601687,-68.967853,1297.4,,orange
T,-32.601563,-68.96769,1298.6,,orange
T,-32.601417,-68.967485,1299.6,,orange
T,-32.601247,-68.96726,1300.5,,orange
T,-32.601059,-68.967132,1301.6,,orange
T,-32.600952,-68.966681,1302.7,,orange
T,-32.600549,-68.966482,1303.7,,orange
T,-32.600365,-68.966465,1304.3000000000002,,orange
T,-32.600349,-68.966341,1304.8000000000002,,orange
T,-32.600196,-68.966338,1305.8000000000002,,orange
T,-32.59999,-68.966388,1306.9,,orange
T,-32.599853,-68.966477,1308,,orange
T,-32.599678,-68.96656,1309.1,,orange
T,-32.599538,-68.966649,1310.1,,orange
T,-32.599369,-68.966737,1311.1999999999998,,orange
T,-32.599191,-68.966846,1312.3,,orange
T,-32.598968,-68.966935,1313.3,,orange
T,-32.598835,-68.967042,1314.4,,orange
T,-32.598647,-68.967051,1315,,orange
T,-32.598633,-68.967152,1315.5,,orange
T,-32.598463,-68.967227,1316.5,,orange
T,-32.598323,-68.967384,1317.6,,orange
T,-32.598025,-68.967671,1318.7,,orange
T,-32.597526,-68.96768,1319.2,,orange
T,-32.597511,-68.967763,1319.7,,orange
T,-32.59734,-68.967857,1320.8000000000002,,orange
T,-32.597203,-68.968041,1321.9,,orange
T,-32.596885,-68.968124,1322.9,,orange
T,-32.596742,-68.968166,1324,,orange
T,-32.596674,-68.968209,1325.1,,orange
T,-32.596595,-68.96826,1326.1,,orange
T,-32.596491,-68.968318,1327.1,,orange
T,-32.596399,-68.968401,1328.1999999999998,,orange
T,-32.596244,-68.968467,1329.3,,orange
T,-32.596123,-68.96855,1330.3,,orange
T,-32.595956,-68.968637,1331.4,,orange
T,-32.595793,-68.968725,1332.5,,orange
T,-32.595627,-68.968829,1333.5,,orange
T,-32.595442,-68.968951,1334.6,,orange
T,-32.595223,-68.969058,1335.7,,orange
T,-32.59504,-68.969324,1336.7,,orange
T,-32.594669,-68.969403,1337.7,,orange
T,-32.594506,-68.969445,1338.8000000000002,,orange
T,-32.594398,-68.969516,1339.9,,orange
T,-32.594254,-68.969614,1341.1,,orange
T,-32.594078,-68.969719,1342.1999999999998,,orange
T,-32.593884,-68.969795,1343.1999999999998,,orange
T,-32.593758,-68.969918,1344.3,,orange
T,-32.593618,-68.970079,1345.3,,orange
T,-32.593471,-68.970323,1346.4,,orange
T,-32.593301,-68.970544,1347.5,,orange
T,-32.593188,-68.970702,1348.5,,orange
T,-32.593106,-68.970849,1349.5,,orange
T,-32.593018,-68.97101,1350.5,,orange
T,-32.592925,-68.97121,1351.5,,orange
T,-32.592811,-68.971351,1352.6,,orange
T,-32.592727,-68.971526,1353.7,,orange
T,-32.592625,-68.971726,1354.8000000000002,,orange
T,-32.592508,-68.971904,1355.9,,orange
T,-32.592405,-68.972073,1356.9,,orange
T,-32.592305,-68.972285,1357.9,,orange
T,-32.592184,-68.972472,1359,,orange
T,-32.592074,-68.972628,1360.1,,orange
T,-32.59198,-68.972814,1361.1,,orange
T,-32.59187,-68.972975,1362.1,,orange
T,-32.591765,-68.973188,1363.1999999999998,,orange
T,-32.591625,-68.97341,1364.3,,orange
T,-32.591486,-68.973447,1364.9,,orange
T,-32.591459,-68.973559,1365.5,,orange
T,-32.59139,-68.973695,1366.6,,orange
T,-32.591305,-68.97385,1367.7,,orange
T,-32.591217,-68.974036,1368.7,,orange
T,-32.591107,-68.974244,1369.8000000000002,,orange
T,-32.590984,-68.974449,1370.9,,orange
T,-32.590863,-68.97459,1371.9,,orange
T,-32.590785,-68.97483,1372.9,,orange
T,-32.590631,-68.974992,1374,,orange
T,-32.590535,-68.97515,1375.1,,orange
T,-32.59044,-68.975348,1376.1999999999998,,orange
T,-32.590321,-68.975555,1377.3,,orange
T,-32.590198,-68.975791,1378.3,,orange
T,-32.590068,-68.975995,1379.4,,orange
T,-32.589951,-68.976208,1380.5,,orange
T,-32.589822,-68.976411,1381.5,,orange
T,-32.5897,-68.976578,1382.6,,orange
T,-32.589606,-68.976749,1383.7,,orange
T,-32.589507,-68.976917,1384.7,,orange
T,-32.589401,-68.977099,1385.8000000000002,,orange
T,-32.589282,-68.977349,1386.9,,orange
T,-32.589077,-68.977503,1387.9,,orange
T,-32.58895,-68.977718,1389,,orange
T,-32.588817,-68.977848,1389.9,,orange
T,-32.588746,-68.977896,1390.4,,orange
T,-32.588725,-68.978074,1391.1999999999998,,orange
T,-32.588615,-68.978219,1392.3,,orange
T,-32.588537,-68.978441,1393.3,,orange
T,-32.588417,-68.978693,1394.4,,orange
T,-32.588298,-68.979083,1395.5,,orange
T,-32.588154,-68.97924,1396.5,,orange
T,-32.588076,-68.979492,1397.5,,orange
T,-32.588041,-68.979614,1398.6,,orange
T,-32.588021,-68.979766,1399.7,,orange
T,-32.587935,-68.979892,1400.8000000000002,,orange
T,-32.587842,-68.979918,1401.4,,orange
T,-32.587831,-68.979939,1401.6,,orange
T,-32.587836,-68.979949,1401.8,,orange
T,-32.587832,-68.979975,1401.8,,orange
T,-32.587777,-68.98006,1402.1,,orange
T,-32.587743,-68.980217,1402.9,,orange
T,-32.587637,-68.980368,1404,,orange
T,-32.587544,-68.980433,1404.8,,orange
T,-32.587512,-68.980531,1405.3,,orange
T,-32.58745,-68.980704,1406.1,,orange
T,-32.587349,-68.980914,1407.1999999999998,,orange
T,-32.587246,-68.9811,1408.3,,orange
T,-32.58717,-68.981161,1409,,orange
T,-32.587139,-68.98129,1409.5,,orange
T,-32.587094,-68.981443,1410.3,,orange
T,-32.587039,-68.981471,1410.9,,orange
T,-32.587025,-68.981553,1411.1,,orange
T,-32.586988,-68.981744,1411.6,,orange
T,-32.586925,-68.981804,1412.1,,orange
T,-32.586904,-68.981845,1412.4,,orange
T,-32.586902,-68.981945,1412.8,,orange
T,-32.586867,-68.98211,1413.6,,orange
T,-32.586806,-68.982298,1414.7,,orange
T,-32.58673,-68.982458,1415.7,,orange
T,-32.586664,-68.982667,1416.8000000000002,,orange
T,-32.586568,-68.982835,1417.9,,orange
T,-32.586508,-68.983013,1419,,orange
T,-32.586448,-68.983284,1420.1,,orange
T,-32.58633,-68.983468,1421.1,,orange
T,-32.586245,-68.98366,1422.1999999999998,,orange
T,-32.58616,-68.983864,1423.3,,orange
T,-32.586075,-68.984052,1424.4,,orange
T,-32.585995,-68.984231,1425.6,,orange
T,-32.585914,-68.98444,1426.7,,orange
T,-32.585829,-68.984502,1427.4,,orange
T,-32.585803,-68.984562,1428,,orange
T,-32.585779,-68.984734,1428.9,,orange
T,-32.585805,-68.98485,1429.9,,orange
T,-32.585848,-68.984943,1431,,orange
T,-32.585874,-68.985004,1432.1999999999998,,orange
T,-32.585892,-68.985092,1433.3,,orange
T,-32.585921,-68.985114,1433.9,,orange
T,-32.585912,-68.985156,1434,,orange
T,-32.585952,-68.985195,1434.5,,orange
T,-32.585944,-68.985235,1434.7,,orange
T,-32.585968,-68.985492,1434.8000000000002,,orange
T,-32.585929,-68.985157,1434.7,,orange
