type	time	latitude	longitude	altitude (m)	name	desc
T	2019-10-13 18:26:49	-33.022005000	-69.114558000	1243.8		
T	2019-10-13 18:26:55	-33.021530000	-69.114746000	1245.2		
T	2019-10-13 18:26:58	-33.021372000	-69.114801000	1246.2		
T	2019-10-13 18:26:59	-33.021328000	-69.114806000	1246.6		
T	2019-10-13 18:27:04	-33.021175000	-69.114858000	1247.6		
T	2019-10-13 18:27:10	-33.021043000	-69.114939000	1248.6		
T	2019-10-13 18:27:17	-33.020901000	-69.115052000	1249.8		
T	2019-10-13 18:27:23	-33.020766000	-69.115155000	1251.0		
T	2019-10-13 18:27:31	-33.020631000	-69.115316000	1252.0		
T	2019-10-13 18:27:40	-33.020495000	-69.115463000	1253.0		
T	2019-10-13 18:28:03	-33.020085000	-69.115933000	1253.0		
T	2019-10-13 18:28:12	-33.019830000	-69.116233000	1251.8		
T	2019-10-13 18:28:19	-33.019549000	-69.116520000	1250.8		
T	2019-10-13 18:28:20	-33.019498000	-69.116552000	1250.6		
T	2019-10-13 18:28:22	-33.019390000	-69.116607000	1250.2		
T	2019-10-13 18:28:24	-33.019274000	-69.116649000	1249.6		
T	2019-10-13 18:28:29	-33.018962000	-69.116768000	1248.6		
T	2019-10-13 18:28:39	-33.018432000	-69.116960000	1249.4		
T	2019-10-13 18:28:41	-33.018360000	-69.117000000	1249.6		
T	2019-10-13 18:28:47	-33.018163000	-69.117097000	1250.8		
T	2019-10-13 18:28:54	-33.017976000	-69.117191000	1251.8		
T	2019-10-13 18:29:03	-33.017736000	-69.117312000	1252.8		
T	2019-10-13 18:29:12	-33.017366000	-69.117503000	1254.0		
T	2019-10-13 18:29:24	-33.017024000	-69.117611000	1254.4		
T	2019-10-13 18:29:26	-33.017020000	-69.117657000	1254.6		
T	2019-10-13 18:29:37	-33.017227000	-69.117657000	1252.2		
T	2019-10-13 18:29:39	-33.017233000	-69.117656000	1253.6		
T	2019-10-13 18:29:42	-33.017235000	-69.117656000	1254.6		
T	2019-10-13 18:29:44	-33.017228000	-69.117649000	1253.6		
T	2019-10-13 18:29:53	-33.017296000	-69.117617000	1254.0		
T	2019-10-13 18:30:03	-33.017786000	-69.117376000	1252.4		
T	2019-10-13 18:30:04	-33.017840000	-69.117343000	1254.0		
T	2019-10-13 18:30:09	-33.018094000	-69.117197000	1253.0		
T	2019-10-13 18:30:12	-33.018207000	-69.117187000	1251.2		
T	2019-10-13 18:30:23	-33.018284000	-69.117407000	1252.4		
T	2019-10-13 18:30:26	-33.018277000	-69.117474000	1253.4		
T	2019-10-13 18:30:29	-33.018267000	-69.117530000	1254.0		
T	2019-10-13 18:30:31	-33.018278000	-69.117578000	1254.8		
T	2019-10-13 18:30:35	-33.018288000	-69.117686000	1256.0		
T	2019-10-13 18:30:39	-33.018279000	-69.117787000	1257.2		
T	2019-10-13 18:30:42	-33.018274000	-69.117849000	1258.2		
T	2019-10-13 18:30:47	-33.018275000	-69.117960000	1259.4		
T	2019-10-13 18:30:51	-33.018263000	-69.118034000	1260.6		
T	2019-10-13 18:30:55	-33.018236000	-69.118096000	1261.8		
T	2019-10-13 18:30:59	-33.018189000	-69.118154000	1263.0		
T	2019-10-13 18:31:03	-33.018143000	-69.118192000	1264.0		
T	2019-10-13 18:31:04	-33.018130000	-69.118205000	1264.2		
T	2019-10-13 18:31:09	-33.018092000	-69.118270000	1265.4		
T	2019-10-13 18:31:10	-33.018087000	-69.118284000	1265.8		
T	2019-10-13 18:31:13	-33.018065000	-69.118324000	1266.4		
T	2019-10-13 18:31:17	-33.018025000	-69.118376000	1267.6		
T	2019-10-13 18:31:22	-33.017988000	-69.118446000	1268.6		
T	2019-10-13 18:31:30	-33.017950000	-69.118553000	1269.6		
T	2019-10-13 18:31:39	-33.017900000	-69.118584000	1270.0		
T	2019-10-13 18:31:42	-33.017894000	-69.118518000	1269.4		
T	2019-10-13 18:31:46	-33.017856000	-69.118432000	1268.2		
T	2019-10-13 18:31:49	-33.017824000	-69.118347000	1267.0		
T	2019-10-13 18:31:52	-33.017746000	-69.118281000	1265.6		
T	2019-10-13 18:31:54	-33.017697000	-69.118224000	1264.4		
T	2019-10-13 18:31:56	-33.017650000	-69.118167000	1263.2		
T	2019-10-13 18:31:58	-33.017594000	-69.118093000	1261.4		
T	2019-10-13 18:31:59	-33.017573000	-69.118057000	1260.2		
T	2019-10-13 18:32:01	-33.017548000	-69.118009000	1258.8		
T	2019-10-13 18:32:09	-33.017500000	-69.118033000	1258.0		
T	2019-10-13 18:32:15	-33.017329000	-69.117954000	1257.2		
T	2019-10-13 18:32:16	-33.017302000	-69.117901000	1256.4		
T	2019-10-13 18:32:17	-33.017282000	-69.117830000	1255.8		
T	2019-10-13 18:33:08	-33.017236000	-69.117647000	1255.6		
T	2019-10-13 18:33:11	-33.017197000	-69.117602000	1255.2		
T	2019-10-13 18:33:26	-33.016739000	-69.117606000	1257.0		
T	2019-10-13 18:33:34	-33.016507000	-69.117662000	1258.2		
T	2019-10-13 18:33:43	-33.016250000	-69.117714000	1259.2		
T	2019-10-13 18:33:48	-33.016117000	-69.117736000	1260.4		
T	2019-10-13 18:33:54	-33.015950000	-69.117754000	1261.6		
T	2019-10-13 18:33:58	-33.015845000	-69.117777000	1262.6		
T	2019-10-13 18:34:07	-33.015583000	-69.117834000	1263.8		
T	2019-10-13 18:34:25	-33.015072000	-69.118038000	1264.2		
T	2019-10-13 18:34:37	-33.014584000	-69.118360000	1262.8		
T	2019-10-13 18:34:39	-33.014483000	-69.118400000	1262.6		
T	2019-10-13 18:34:47	-33.014095000	-69.118596000	1262.0		
T	2019-10-13 18:34:49	-33.013983000	-69.118673000	1261.2		
T	2019-10-13 18:34:53	-33.013701000	-69.118836000	1260.2		
T	2019-10-13 18:34:55	-33.013548000	-69.118900000	1259.2		
T	2019-10-13 18:34:57	-33.013403000	-69.118942000	1257.8		
T	2019-10-13 18:35:00	-33.013185000	-69.119033000	1256.4		
T	2019-10-13 18:35:03	-33.013003000	-69.119170000	1256.0		
T	2019-10-13 18:35:05	-33.012904000	-69.119309000	1255.0		
T	2019-10-13 18:35:07	-33.012839000	-69.119465000	1254.6		
T	2019-10-13 18:35:10	-33.012771000	-69.119714000	1254.8		
T	2019-10-13 18:35:19	-33.012688000	-69.120350000	1256.2		
T	2019-10-13 18:35:23	-33.012678000	-69.120603000	1256.6		
T	2019-10-13 18:35:25	-33.012671000	-69.120716000	1257.2		
T	2019-10-13 18:35:36	-33.012562000	-69.121190000	1258.2		
T	2019-10-13 18:35:47	-33.012512000	-69.121602000	1259.4		
T	2019-10-13 18:35:55	-33.012506000	-69.121929000	1260.4		
T	2019-10-13 18:36:04	-33.012445000	-69.122287000	1261.4		
T	2019-10-13 18:36:13	-33.012232000	-69.122597000	1262.6		
T	2019-10-13 18:36:26	-33.011881000	-69.122936000	1263.6		
T	2019-10-13 18:36:39	-33.011521000	-69.123099000	1264.6		
T	2019-10-13 18:36:56	-33.011116000	-69.123210000	1264.8		
T	2019-10-13 18:37:17	-33.010562000	-69.123354000	1265.6		
T	2019-10-13 18:37:18	-33.010525000	-69.123360000	1265.8		
T	2019-10-13 18:37:26	-33.010253000	-69.123372000	1266.8		
T	2019-10-13 18:37:36	-33.009901000	-69.123274000	1267.8		
T	2019-10-13 18:37:51	-33.009412000	-69.122914000	1267.6		
T	2019-10-13 18:38:06	-33.008963000	-69.122529000	1267.8		
T	2019-10-13 18:38:21	-33.008517000	-69.122145000	1268.6		
T	2019-10-13 18:38:26	-33.008370000	-69.122021000	1269.0		
T	2019-10-13 18:38:36	-33.008068000	-69.121857000	1270.2		
T	2019-10-13 18:38:43	-33.007829000	-69.121770000	1271.4		
T	2019-10-13 18:38:55	-33.007345000	-69.121607000	1271.4		
T	2019-10-13 18:39:00	-33.007107000	-69.121659000	1271.4		
T	2019-10-13 18:39:03	-33.006940000	-69.121759000	1271.0		
T	2019-10-13 18:39:05	-33.006840000	-69.121858000	1270.2		
T	2019-10-13 18:39:12	-33.006576000	-69.122348000	1269.2		
T	2019-10-13 18:39:18	-33.006378000	-69.122778000	1268.0		
T	2019-10-13 18:39:27	-33.006108000	-69.123355000	1268.4		
T	2019-10-13 18:39:31	-33.005977000	-69.123662000	1266.4		
T	2019-10-13 18:39:34	-33.005868000	-69.123923000	1265.2		
T	2019-10-13 18:39:40	-33.005637000	-69.124508000	1265.6		
T	2019-10-13 18:39:47	-33.005461000	-69.125158000	1264.2		
T	2019-10-13 18:39:55	-33.005262000	-69.125784000	1263.6		
T	2019-10-13 18:40:08	-33.005029000	-69.126395000	1264.4		
T	2019-10-13 18:40:13	-33.005027000	-69.126448000	1264.8		
T	2019-10-13 18:40:17	-33.004998000	-69.126438000	1264.6		
T	2019-10-13 18:40:20	-33.004958000	-69.126510000	1265.2		
T	2019-10-13 18:40:28	-33.004859000	-69.126669000	1266.4		
T	2019-10-13 18:40:32	-33.004785000	-69.126781000	1267.4		
T	2019-10-13 18:40:36	-33.004695000	-69.126888000	1268.4		
T	2019-10-13 18:40:40	-33.004613000	-69.126982000	1269.6		
T	2019-10-13 18:40:44	-33.004526000	-69.127063000	1270.8		
T	2019-10-13 18:40:50	-33.004407000	-69.127172000	1272.0		
T	2019-10-13 18:40:56	-33.004266000	-69.127267000	1273.4		
T	2019-10-13 18:41:00	-33.004166000	-69.127331000	1274.4		
T	2019-10-13 18:41:04	-33.004071000	-69.127397000	1275.6		
T	2019-10-13 18:41:09	-33.003948000	-69.127469000	1276.6		
T	2019-10-13 18:41:14	-33.003840000	-69.127561000	1277.6		
T	2019-10-13 18:41:19	-33.003737000	-69.127630000	1278.8		
T	2019-10-13 18:41:24	-33.003638000	-69.127705000	1279.8		
T	2019-10-13 18:41:28	-33.003549000	-69.127762000	1280.8		
T	2019-10-13 18:41:33	-33.003442000	-69.127845000	1281.8		
T	2019-10-13 18:41:39	-33.003317000	-69.127913000	1283.0		
T	2019-10-13 18:41:45	-33.003215000	-69.127994000	1284.0		
T	2019-10-13 18:41:51	-33.003108000	-69.128072000	1285.2		
T	2019-10-13 18:41:58	-33.002982000	-69.128159000	1286.6		
T	2019-10-13 18:42:05	-33.002863000	-69.128233000	1287.6		
T	2019-10-13 18:42:13	-33.002704000	-69.128343000	1288.8		
T	2019-10-13 18:42:18	-33.002592000	-69.128417000	1290.0		
T	2019-10-13 18:42:22	-33.002497000	-69.128476000	1291.0		
T	2019-10-13 18:42:27	-33.002374000	-69.128541000	1292.4		
T	2019-10-13 18:42:31	-33.002272000	-69.128601000	1293.4		
T	2019-10-13 18:42:36	-33.002152000	-69.128672000	1294.4		
T	2019-10-13 18:42:41	-33.002035000	-69.128735000	1295.6		
T	2019-10-13 18:42:46	-33.001923000	-69.128797000	1296.8		
T	2019-10-13 18:42:51	-33.001803000	-69.128856000	1297.8		
T	2019-10-13 18:42:55	-33.001706000	-69.128899000	1299.0		
T	2019-10-13 18:43:00	-33.001572000	-69.128960000	1300.2		
T	2019-10-13 18:43:04	-33.001475000	-69.129008000	1301.2		
T	2019-10-13 18:43:09	-33.001359000	-69.129089000	1302.2		
T	2019-10-13 18:43:14	-33.001260000	-69.129200000	1303.4		
T	2019-10-13 18:43:20	-33.001195000	-69.129399000	1304.6		
T	2019-10-13 18:43:25	-33.001177000	-69.129549000	1305.6		
T	2019-10-13 18:43:30	-33.001207000	-69.129707000	1306.6		
T	2019-10-13 18:43:35	-33.001274000	-69.129835000	1307.8		
T	2019-10-13 18:43:40	-33.001388000	-69.129931000	1309.0		
T	2019-10-13 18:43:43	-33.001476000	-69.129969000	1310.0		
T	2019-10-13 18:43:48	-33.001633000	-69.129995000	1311.2		
T	2019-10-13 18:43:54	-33.001823000	-69.129930000	1312.4		
T	2019-10-13 18:44:03	-33.002104000	-69.129774000	1313.6		
T	2019-10-13 18:44:10	-33.002299000	-69.129662000	1314.8		
T	2019-10-13 18:44:16	-33.002472000	-69.129580000	1316.0		
T	2019-10-13 18:44:23	-33.002695000	-69.129540000	1317.2		
T	2019-10-13 18:44:28	-33.002850000	-69.129615000	1318.4		
T	2019-10-13 18:44:33	-33.002958000	-69.129746000	1319.4		
T	2019-10-13 18:44:38	-33.003000000	-69.129931000	1320.4		
T	2019-10-13 18:44:41	-33.002987000	-69.130049000	1321.6		
T	2019-10-13 18:44:45	-33.002931000	-69.130197000	1322.6		
T	2019-10-13 18:44:49	-33.002824000	-69.130308000	1323.8		
T	2019-10-13 18:44:54	-33.002659000	-69.130359000	1325.0		
T	2019-10-13 18:44:59	-33.002505000	-69.130338000	1326.2		
T	2019-10-13 18:45:03	-33.002384000	-69.130293000	1327.2		
T	2019-10-13 18:45:07	-33.002267000	-69.130240000	1328.2		
T	2019-10-13 18:45:13	-33.002095000	-69.130178000	1329.6		
T	2019-10-13 18:45:18	-33.001952000	-69.130129000	1330.6		
T	2019-10-13 18:45:22	-33.001825000	-69.130119000	1332.0		
T	2019-10-13 18:45:26	-33.001716000	-69.130157000	1333.0		
T	2019-10-13 18:45:31	-33.001603000	-69.130258000	1334.0		
T	2019-10-13 18:45:35	-33.001531000	-69.130387000	1335.0		
T	2019-10-13 18:45:40	-33.001477000	-69.130558000	1336.2		
T	2019-10-13 18:45:44	-33.001471000	-69.130703000	1337.4		
T	2019-10-13 18:45:48	-33.001508000	-69.130853000	1338.8		
T	2019-10-13 18:45:53	-33.001590000	-69.131000000	1339.8		
T	2019-10-13 18:45:58	-33.001717000	-69.131108000	1341.0		
T	2019-10-13 18:46:04	-33.001890000	-69.131154000	1342.2		
T	2019-10-13 18:46:08	-33.002013000	-69.131151000	1343.4		
T	2019-10-13 18:46:13	-33.002171000	-69.131146000	1344.6		
T	2019-10-13 18:46:16	-33.002258000	-69.131135000	1345.6		
T	2019-10-13 18:46:22	-33.002430000	-69.131114000	1346.8		
T	2019-10-13 18:46:26	-33.002532000	-69.131106000	1347.8		
T	2019-10-13 18:46:30	-33.002642000	-69.131101000	1348.8		
T	2019-10-13 18:46:35	-33.002782000	-69.131107000	1349.8		
T	2019-10-13 18:46:39	-33.002886000	-69.131128000	1351.0		
T	2019-10-13 18:46:43	-33.002971000	-69.131194000	1352.2		
T	2019-10-13 18:46:48	-33.003041000	-69.131317000	1353.4		
T	2019-10-13 18:46:52	-33.003076000	-69.131435000	1354.4		
T	2019-10-13 18:46:55	-33.003079000	-69.131534000	1355.6		
T	2019-10-13 18:46:59	-33.003051000	-69.131662000	1356.8		
T	2019-10-13 18:47:03	-33.002989000	-69.131762000	1358.0		
T	2019-10-13 18:47:06	-33.002934000	-69.131823000	1359.0		
T	2019-10-13 18:47:11	-33.002824000	-69.131877000	1360.2		
T	2019-10-13 18:47:16	-33.002704000	-69.131893000	1361.2		
T	2019-10-13 18:47:18	-33.002655000	-69.131889000	1362.8		
T	2019-10-13 18:47:27	-33.002442000	-69.131754000	1364.0		
T	2019-10-13 18:47:32	-33.002344000	-69.131663000	1365.2		
T	2019-10-13 18:47:37	-33.002239000	-69.131573000	1366.4		
T	2019-10-13 18:47:42	-33.002130000	-69.131505000	1367.4		
T	2019-10-13 18:47:47	-33.002002000	-69.131473000	1368.6		
T	2019-10-13 18:47:52	-33.001877000	-69.131467000	1369.6		
T	2019-10-13 18:47:57	-33.001752000	-69.131503000	1370.8		
T	2019-10-13 18:48:02	-33.001605000	-69.131549000	1371.8		
T	2019-10-13 18:48:07	-33.001469000	-69.131592000	1373.0		
T	2019-10-13 18:48:11	-33.001355000	-69.131618000	1374.0		
T	2019-10-13 18:48:15	-33.001244000	-69.131638000	1375.0		
T	2019-10-13 18:48:20	-33.001106000	-69.131675000	1376.2		
T	2019-10-13 18:48:24	-33.000997000	-69.131704000	1377.4		
T	2019-10-13 18:48:28	-33.000896000	-69.131727000	1378.4		
T	2019-10-13 18:48:33	-33.000760000	-69.131759000	1379.6		
T	2019-10-13 18:48:37	-33.000648000	-69.131808000	1380.8		
T	2019-10-13 18:48:41	-33.000556000	-69.131872000	1382.0		
T	2019-10-13 18:48:47	-33.000427000	-69.132008000	1383.2		
T	2019-10-13 18:48:51	-33.000353000	-69.132094000	1384.2		
T	2019-10-13 18:48:56	-33.000268000	-69.132199000	1385.4		
T	2019-10-13 18:49:01	-33.000177000	-69.132324000	1386.8		
T	2019-10-13 18:49:06	-33.000074000	-69.132456000	1387.8		
T	2019-10-13 18:49:10	-32.999983000	-69.132580000	1389.2		
T	2019-10-13 18:49:14	-32.999904000	-69.132709000	1390.2		
T	2019-10-13 18:49:18	-32.999837000	-69.132847000	1391.4		
T	2019-10-13 18:49:23	-32.999766000	-69.133012000	1392.6		
T	2019-10-13 18:49:28	-32.999704000	-69.133170000	1393.8		
T	2019-10-13 18:49:30	-32.999684000	-69.133239000	1395.4		
T	2019-10-13 18:49:37	-32.999608000	-69.133453000	1396.6		
T	2019-10-13 18:49:43	-32.999529000	-69.133666000	1397.8		
T	2019-10-13 18:49:48	-32.999452000	-69.133837000	1398.8		
T	2019-10-13 18:49:51	-32.999399000	-69.133912000	1400.0		
T	2019-10-13 18:49:55	-32.999337000	-69.133997000	1401.0		
T	2019-10-13 18:49:59	-32.999248000	-69.134128000	1402.0		
T	2019-10-13 18:50:06	-32.999134000	-69.134386000	1403.0		
T	2019-10-13 18:50:17	-32.999191000	-69.134304000	1404.2		
T	2019-10-13 18:50:57	-32.999248000	-69.134223000	1405.4		
T	2019-10-13 18:51:03	-32.999305000	-69.134141000	1406.6		
T	2019-10-13 18:51:11	-32.999362000	-69.134060000	1405.4		
T	2019-10-13 18:51:18	-32.999419000	-69.133978000	1404.4		
T	2019-10-13 18:51:21	-32.999476000	-69.133897000	1403.2		
T	2019-10-13 18:51:24	-32.999533000	-69.133815000	1402.8		
T	2019-10-13 18:51:26	-32.999592000	-69.133670000	1401.6		
T	2019-10-13 18:51:28	-32.999650000	-69.133526000	1400.0		
T	2019-10-13 18:51:30	-32.999707000	-69.133340000	1398.8		
T	2019-10-13 18:51:34	-32.999841000	-69.132968000	1396.8		
T	2019-10-13 18:51:36	-32.999932000	-69.132766000	1395.0		
T	2019-10-13 18:51:42	-33.000324000	-69.132248000	1395.2		
T	2019-10-13 18:51:44	-33.000463000	-69.132070000	1399.0		
T	2019-10-13 18:51:46	-33.000616000	-69.131914000	1395.2		
T	2019-10-13 18:51:47	-33.000694000	-69.131855000	1389.8		
T	2019-10-13 18:51:48	-33.000769000	-69.131815000	1387.0		
T	2019-10-13 18:51:49	-33.000838000	-69.131787000	1385.8		
T	2019-10-13 18:51:50	-33.000901000	-69.131771000	1384.0		
T	2019-10-13 18:51:51	-33.000953000	-69.131758000	1382.8		
T	2019-10-13 18:51:52	-33.001002000	-69.131748000	1381.4		
T	2019-10-13 18:51:54	-33.001100000	-69.131729000	1379.4		
T	2019-10-13 18:51:56	-33.001181000	-69.131696000	1378.0		
T	2019-10-13 18:51:58	-33.001235000	-69.131662000	1377.0		
T	2019-10-13 18:52:00	-33.001172000	-69.131637000	1377.2		
T	2019-10-13 18:52:02	-33.001109000	-69.131642000	1378.0		
T	2019-10-13 18:52:09	-33.000934000	-69.131683000	1379.0		
T	2019-10-13 18:52:13	-33.000846000	-69.131715000	1380.0		
T	2019-10-13 18:52:19	-33.000724000	-69.131759000	1381.2		
T	2019-10-13 18:52:26	-33.000581000	-69.131850000	1382.2		
T	2019-10-13 18:52:33	-33.000472000	-69.131953000	1383.4		
T	2019-10-13 18:52:39	-33.000388000	-69.132051000	1384.6		
T	2019-10-13 18:52:48	-33.000259000	-69.132200000	1385.8		
T	2019-10-13 18:52:54	-33.000190000	-69.132309000	1387.0		
T	2019-10-13 18:53:02	-33.000075000	-69.132448000	1388.0		
T	2019-10-13 18:53:06	-33.000024000	-69.132527000	1389.2		
T	2019-10-13 18:53:11	-32.999962000	-69.132619000	1390.2		
T	2019-10-13 18:53:18	-32.999888000	-69.132751000	1391.4		
T	2019-10-13 18:53:27	-32.999802000	-69.132966000	1392.6		
T	2019-10-13 18:53:36	-32.999727000	-69.133124000	1393.6		
T	2019-10-13 18:53:41	-32.999693000	-69.133234000	1395.0		
T	2019-10-13 18:53:43	-32.999684000	-69.133283000	1396.4		
T	2019-10-13 18:53:56	-32.999576000	-69.133576000	1397.4		
T	2019-10-13 18:54:02	-32.999526000	-69.133714000	1398.6		
T	2019-10-13 18:54:08	-32.999483000	-69.133844000	1399.6		
T	2019-10-13 18:54:13	-32.999427000	-69.133942000	1401.0		
T	2019-10-13 18:54:21	-32.999271000	-69.134139000	1402.2		
T	2019-10-13 18:54:25	-32.999181000	-69.134311000	1403.4		
T	2019-10-13 18:54:38	-32.999181000	-69.134311000	1404.6		
T	2019-10-13 18:55:10	-32.999007000	-69.134596000	1405.6		
T	2019-10-13 18:55:30	-32.998834000	-69.134881000	1406.8		
T	2019-10-13 18:55:56	-32.998660000	-69.135166000	1405.6		
T	2019-10-13 18:55:59	-32.998486000	-69.135451000	1404.0		
T	2019-10-13 18:56:06	-32.996863000	-69.138111000	1403.2		
T	2019-10-13 18:56:07	-32.996835000	-69.138224000	1402.6		
T	2019-10-13 18:56:10	-32.996738000	-69.138588000	1401.4		
T	2019-10-13 18:56:14	-32.996593000	-69.139085000	1399.6		
T	2019-10-13 18:56:16	-32.996528000	-69.139325000	1398.0		
T	2019-10-13 18:56:19	-32.996433000	-69.139672000	1396.8		
T	2019-10-13 18:56:21	-32.996377000	-69.139891000	1395.8		
T	2019-10-13 18:56:27	-32.996221000	-69.140461000	1394.6		
T	2019-10-13 18:56:35	-32.996049000	-69.141076000	1394.4		
T	2019-10-13 18:56:40	-32.995965000	-69.141385000	1393.6		
T	2019-10-13 18:56:48	-32.995848000	-69.141796000	1393.6		
T	2019-10-13 18:57:05	-32.995742000	-69.142435000	1393.2		
T	2019-10-13 18:57:15	-32.995750000	-69.142901000	1392.4		
T	2019-10-13 18:57:28	-32.995761000	-69.143558000	1392.4		
T	2019-10-13 18:57:31	-32.995741000	-69.143711000	1392.6		
T	2019-10-13 18:57:33	-32.995691000	-69.143804000	1392.4		
T	2019-10-13 18:57:45	-32.995361000	-69.144152000	1391.2		
T	2019-10-13 18:58:00	-32.995033000	-69.144386000	1392.4		
T	2019-10-13 18:58:12	-32.994738000	-69.144492000	1393.4		
T	2019-10-13 18:58:21	-32.994572000	-69.144506000	1392.4		
T	2019-10-13 18:59:50	-32.994551000	-69.144848000	1392.0		
T	2019-10-13 19:00:05	-32.994693000	-69.144530000	1391.0		
T	2019-10-13 19:00:48	-32.994745000	-69.144399000	1392.2		
T	2019-10-13 19:01:22	-32.994758000	-69.144394000	1391.2		
T	2019-10-13 19:01:36	-32.994744000	-69.144395000	1392.2		
T	2019-10-13 19:02:21	-32.994781000	-69.144396000	1390.8		
T	2019-10-13 19:02:48	-32.994783000	-69.144394000	1392.0		
T	2019-10-13 19:03:22	-32.994784000	-69.144392000	1391.6		
T	2019-10-13 19:18:40	-32.994784000	-69.144392000	1392.2		
T	2019-10-13 19:18:41	-32.994871000	-69.144377000	1392.6		
T	2019-10-13 19:18:45	-32.994843000	-69.144416000	1393.0		
T	2019-10-13 19:18:48	-32.994862000	-69.144448000	1393.0		
T	2019-10-13 19:19:00	-32.995129000	-69.144334000	1394.0		
T	2019-10-13 19:19:03	-32.995214000	-69.144275000	1393.0		
T	2019-10-13 19:19:21	-32.995676000	-69.143930000	1392.8		
T	2019-10-13 19:19:34	-32.995868000	-69.143701000	1394.2		
T	2019-10-13 19:19:52	-32.995862000	-69.143019000	1394.2		
T	2019-10-13 19:20:00	-32.995858000	-69.142679000	1393.0		
T	2019-10-13 19:20:14	-32.995903000	-69.142040000	1392.6		
T	2019-10-13 19:20:16	-32.995924000	-69.141951000	1392.8		
T	2019-10-13 19:20:31	-32.996083000	-69.141333000	1393.0		
T	2019-10-13 19:20:44	-32.996258000	-69.140703000	1393.4		
T	2019-10-13 19:20:56	-32.996438000	-69.140062000	1393.4		
T	2019-10-13 19:21:01	-32.996517000	-69.139786000	1394.2		
T	2019-10-13 19:21:14	-32.996698000	-69.139150000	1394.8		
T	2019-10-13 19:21:15	-32.996710000	-69.139108000	1395.2		
T	2019-10-13 19:21:21	-32.996780000	-69.138872000	1396.2		
T	2019-10-13 19:21:26	-32.996829000	-69.138708000	1397.2		
T	2019-10-13 19:21:33	-32.996891000	-69.138517000	1398.4		
T	2019-10-13 19:21:39	-32.996932000	-69.138368000	1399.6		
T	2019-10-13 19:21:45	-32.996972000	-69.138221000	1400.8		
T	2019-10-13 19:21:50	-32.997007000	-69.138081000	1401.8		
T	2019-10-13 19:21:56	-32.997060000	-69.137915000	1403.0		
T	2019-10-13 19:22:04	-32.997141000	-69.137713000	1404.2		
T	2019-10-13 19:22:10	-32.997210000	-69.137565000	1405.4		
T	2019-10-13 19:22:18	-32.997302000	-69.137394000	1406.6		
T	2019-10-13 19:22:25	-32.997470000	-69.137138000	1407.6		
T	2019-10-13 19:23:41	-32.997574000	-69.136968000	1406.6		
T	2019-10-13 19:23:46	-32.997679000	-69.136798000	1405.2		
T	2019-10-13 19:23:48	-32.997783000	-69.136629000	1404.2		
T	2019-10-13 19:23:49	-32.997888000	-69.136459000	1403.0		
T	2019-10-13 19:23:53	-32.997992000	-69.136289000	1401.8		
T	2019-10-13 19:23:54	-32.998097000	-69.136119000	1401.2		
T	2019-10-13 19:23:56	-32.999562000	-69.133741000	1400.6		
T	2019-10-13 19:23:59	-32.999745000	-69.133366000	1398.8		
T	2019-10-13 19:24:01	-32.999823000	-69.133120000	1397.8		
T	2019-10-13 19:24:04	-32.999967000	-69.132734000	1395.8		
T	2019-10-13 19:24:05	-33.000029000	-69.132617000	1391.6		
T	2019-10-13 19:24:06	-33.000097000	-69.132504000	1390.0		
T	2019-10-13 19:24:07	-33.000170000	-69.132394000	1389.0		
T	2019-10-13 19:24:12	-33.000590000	-69.131889000	1386.2		
T	2019-10-13 19:24:13	-33.000695000	-69.131824000	1384.2		
T	2019-10-13 19:24:14	-33.000811000	-69.131776000	1383.0		
T	2019-10-13 19:24:15	-33.000932000	-69.131752000	1380.6		
T	2019-10-13 19:24:16	-33.001054000	-69.131727000	1378.0		
T	2019-10-13 19:24:17	-33.001177000	-69.131706000	1375.4		
T	2019-10-13 19:24:20	-33.001537000	-69.131610000	1374.4		
T	2019-10-13 19:24:23	-33.001899000	-69.131518000	1373.2		
T	2019-10-13 19:24:25	-33.002145000	-69.131546000	1371.2		
T	2019-10-13 19:24:27	-33.002367000	-69.131693000	1369.4		
T	2019-10-13 19:24:29	-33.002578000	-69.131860000	1367.4		
T	2019-10-13 19:24:30	-33.002684000	-69.131928000	1365.8		
T	2019-10-13 19:24:31	-33.002790000	-69.131968000	1364.8		
T	2019-10-13 19:24:32	-33.002904000	-69.131952000	1364.0		
T	2019-10-13 19:24:33	-33.003011000	-69.131912000	1363.2		
T	2019-10-13 19:24:34	-33.003106000	-69.131831000	1362.6		
T	2019-10-13 19:24:35	-33.003183000	-69.131726000	1361.8		
T	2019-10-13 19:24:36	-33.003245000	-69.131590000	1361.0		
T	2019-10-13 19:24:37	-33.003267000	-69.131436000	1361.2		
T	2019-10-13 19:24:39	-33.003203000	-69.131153000	1359.8		
T	2019-10-13 19:24:41	-33.003006000	-69.130954000	1358.2		
T	2019-10-13 19:24:42	-33.002848000	-69.130888000	1356.8		
T	2019-10-13 19:24:43	-33.002727000	-69.130858000	1355.4		
T	2019-10-13 19:24:45	-33.002469000	-69.130867000	1353.8		
T	2019-10-13 19:24:46	-33.002333000	-69.130879000	1352.6		
T	2019-10-13 19:24:47	-33.002195000	-69.130895000	1350.4		
T	2019-10-13 19:24:48	-33.002056000	-69.130905000	1349.2		
T	2019-10-13 19:24:49	-33.001918000	-69.130912000	1347.8		
T	2019-10-13 19:24:50	-33.001790000	-69.130904000	1346.2		
